tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
"How To Help Ecuador Earthquake Victims: After a massive earthquake hit Ecuador this weekend, volunteers and ai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#EcuadorEarthQuake Hundreds of Children Need your support! Donate Now and lets support this emergency together!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @FLSenator_MDLP: My thoughts and prayers are with the people of #Ecuador as they bravely endure this catastrophic earthquake. /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @juanxavierdg: Crowdfunding campaign to help Ecuador Please donate and shareThank you!  @teleamazonasec @IMPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @itsalexaaaa_: Praying for Ecuador ὢD❤️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @jencarlosmusic: My prayers are with my brothers in Ecuador. Stay strong, we are here for you.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Raw: Ecuador Searches for Earthquake Survivors: Rescue efforts are underway in Pedernales, a town o  #USA #News",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"41 people killed so far - official sources.Death toll expected to grow,especially in the Manabi province (epicenter)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Colombia among the countries providing aid #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @7NewsAdelaide: At least 240 people have now died after a major earthquake in Ecuador. LATEST -  #7News /,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @CBCWorldNews: Ecuador earthquake kills 77, injures hundreds",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ecuador Earthquake Kills at Least 41: The capital city of Quito, more than 100 miles from the quake’s epicenter, felt tremor for near",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"(#NinoAcostaH) 246 killed, 2,500 injured in Ecuador earthquake: The strongest earthquake to hit Ecuador in dec",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GUYS MY COUNTRY NEEDS HELP ‼️‼️ we experienced. 7.8 earthquake on Saturday night and many cities are DESTROYED!Read+,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @CanadaDev: In this difficult time, our thoughts &amp; prayers go out to the people of #Ecuador and the victims of the #earthquake – Min Bib",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @paulaacee: My prayers go out to all those affected by the earthquake that took place in Ecuador ❤️἞A἞8 #PrayForEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @HailsUpdates: My thoughts are with all the victims of the #EcuadorEarthquake. Sending you strength from Germany. ❤ #PrayForEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @AlexanderXV: Wasnt just a house that collapsed. Town 40,000 near the epicenter. Heavy damage #Pedernales #Ecuador #Earthquake :",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @RehmanSid: A powerful earthquake (7.8 magnitude) has struck Ecuador. My prayers for all those affected by this calamity.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Crazy shit is going down in Ecuador Earthquakes, Volcanos, Tsunami warnings ὣ1ὣ1ὣ1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @wikileaks: Ecuador quake official death toll has hit 413. Many give their thoughts and hearts but money and rescue equipment work,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Our prayers to all of Ecuador affected by last nights earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @edtech2innovate: Thoughts and prayers to those affected by the #EcuadorEarthquake. Strength to you all and Godspeed to rescue and recov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Devastated victims of Ecuador earthquake beg for help,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @Lucho_teleSUR: The govt of Ecuador has ordered bottling companies, eg Coca-Cola, to hand over water in areas of need. Companies appear",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Microsoft makes Skype free for #Ecuador #Galapagos earthquake victims, Canon donates money",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
‘Considerable damage’ in Ecuador following deadly 7.8 quake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vice President Surveys Earthquake Damage in Ecuador  @weatherchannel @danitapiadaza @Vice_Ec @JorgeGlas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @AFP: Rescuers dig for victims after Ecuador quake kills 235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
My heart goes out to the people affected by the Ecuador earthquake. Quito is an amazing place. Loved my time there.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@Nashgrier sadly, 200 PEOPLE HAD died in Ecuador bc of the Earthquake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thinking bout everyone affected by earthquake in Ecuador. Were praying for u.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @michaeldickson: Israeli Aid Workers Assisting in Japan and Ecuador #EcuadorEarthquake #JapanEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
You can donate with PayPal or Credit Card from this link:  #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @gmosqueraj: For people interested in donating to to the #EcuadorEarthquake relief efforts:  #EcuadorListoYSolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @WaterEcuador: Water Ecuador is providing emergency aid to Muisne, following this weekends 7.8 magnitude earthquake in Ecuador. #SismoE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Death toll keeps rising please donate if you can, anything helps ❤️ #PrayForEcuador",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@HARDWELL wanto to make non profit concert for earthquake victims in ecuador??? Please answer!!!! @HARDWELL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @MIJPVenezuela: Venezuelan Government sent humanitarian task force to Ecuador to attend affected areas [],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @SharlaInJapan: The fundraiser @ciaela set up for Kumamoto earthquake relief is doing so well♥️ If you are interested in donating:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @lurabines: Donations to Ecuador earthquake victims : Unicef:  Care:  Red Cross:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"pray for Ecuador, 7.8 magnitude earthquake ⚠",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
regrann from discoversouthamerica - Ecuador has been hit by a 7.8 magnitude earthquake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strongest earthquake to hit Ecuador in decades kills at least 77: Correa said that rescue teams were flying in,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"[IN THE NEWS] BREAKING: Ecuador Earthquake Kills 238, Living 1,500 Injures",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
If youre outside Ecuador and wish to help you can donate through paypal at  #PrayForEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AmeriCaresNews: Emergency response team offers assistance for #EcuadorEarthquake  @AmeriCares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @alexiscarra: Keeping those in #Ecuador in my heart and prayers. What orgs are on the ground w relief efforts? #Earthquake @RedCross ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@StephenPlanC my friend! Please RT Hey, Im supporting this fundraiser HELP ECUADORS EARTHQUAKE VICTIMS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @FatimaPtacek: My heart and prayers go out to the earthquake victims in Ecuador; 233 confirmed deaths &amp; more likely #PrayForEcuador http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @SlingerWSYX6: Massive earthquake hit Ecuador. 77 dead, but the number is expected to rise. Latest on @wsyx6 at 6:32AM. @mariawsyx6 http",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @arantxaloizaga: Andean Health and Development says death toll in Ecuador earthquake reported to exceed 500 in Manabi - NBC News,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @waliabdul1: my heart and prayers with the people and victims of #Equador earthquake. #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"thanks @DaveMustaine for the support, help is needed too #EcuadorListoYSolidario",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @amhistorymuseum: Today in 1906: An earthquake shakes San Francisco awake. Color photos of the damage:,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#Ecuador #earthquake 7.8 I hope save all people.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@Real_Liam_Payne on Saturday my country Ecuador suffered an earthquake could you send a message of hope to theEcuadorian directioners please,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @JordanElizabeth: Pray for the people of Ecuador who experienced an earthquake recently. Pray for those who are injured, lost loved ones",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CaamilaGuerrero: I know this is too much to ask but we need help please donate #EcuadorEarthquake #prayersforEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @watsupeurope: Latest: The number of dead in Ecuador earthquake continues to rise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @caseysjournal: Ecuador quake death toll now at 350 after a large number of bodies discovered in Pedernales, one of the worst hit areas.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#Ecuador is going through very difficult times. You can donate to the government account.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @YourAnonCentral: 7.8-magnitude earthquake kills at least 41 people along #Ecuadors coast , power and internet down in many areas. http",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@CNNEE @BarackObama Mr. President. Please help us, Ecuadorian People. Thank you very much. Regards from Ecuador",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@bbhorne: Ecuadors vice-president confirms: 1557 injured and 235 dead. #EcuadorEarthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ecuador quake death toll at 272, fears it will increase  #Africa #SouthAfrica",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Please we need your #help !#TerremotoEcuador #SismoEcuador #EcuadorEarthquake #Guayaquil #Pedernales,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @emartillo1: Ecuador is in an urgent need of international help..donate and share the information of the donnation account.Thanks :,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RELIEF EFFORT Underway April 16th, 2016 - Earthquake of 7.8 hits Ecuador.We are gathering supplies &amp; need your help.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Help seems to be focusing in places like Pedernales and Manta, but plenty of towns are neglected by aid delivery #EcuadorEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @XHNews: Update: Number of victims of #EcuadorEarthquake rises to 262 dead and 2,527 injured",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#Miitomo #Miifoto Lets all pray for people affected by the earthquake here in Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @PlanGlobal: The majority of our houses have been damaged. The terrace in a colleague’s house collapsed. #EcuadorEarthquake .,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"135 #earthquake aftershocks in #Ecuador. helicopter fly by. 80 dead, hundreds injured. Pics in #SismoEcuador #PrayForEcuador #Pedernales",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Official death toll of Ecuadors 7.8 earthquake has risen to 233. Town of Pedernales is destroyed says Pres Correa.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"At least 77 dead, 500 injured after 7.3 magnitude earthquake shakes Ecuador",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @hammerjuan: #USA #US SIGNS OF HOPE: Aid begins to flow in after earthquake kills 246 in Ecuador:  #Cuba,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Magnitude-7.8 Earthquake Strikes Coast Of Ecuador, Killing At Least 233",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
We need your help.. #Ecuador #TerremotoEcuador #AllYouNeedIsEcuador #AllEcuadorNeedsIsYourHelp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @mehreenzahra: 7.8-magnitude #earthquake in #Ecuador has killed at least 77 people and injured more than 500, Vice-President Jorge Glas",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@MattAboutTown listen Matty, dear, people have situation #emergency #earthquake #Ecuador! Do u know #rescue #teams in Australia?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
246 died in the Magnitude 7.8 earthquake that strikes the coast of Ecuador -  values,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @taygogo: Sending my deepest solidarity and love to the people of Ecuador after this deadly earthquake.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @NBCNews: #Ecuador declares national emergency after scores killed in huge quake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @nbcbayarea: Drone video shows collapsed overpass in Guayaquil, Ecuador, after powerful earthquake.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @DailyMirror: Devastating earthquake kills 233 people as state of emergency declared,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @jrfansla: U can help us! If u can donate please @CARE a massive 7.8 earthquake has struck #Ecuador Help deliver urgent relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @virtualmels: Glad my family is ok but praying for the rest of the families affected by the earthquake in Ecuador ἞A἞8❤️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @MexicoTimes: Mexico City has opened a collection center for #EcuadorEarthquake aid relief. #SismoEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
my heart is with the victims and family of the earthquake in ecuador and japan- #PrayForearth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @nikkilaniado:  #EcuadorEarthquake #EcuadorTerremoto Please help our National Food Bank during this time in need,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @NBCNewYork: #BREAKING: Death toll surges to 233 as state of emergency is declared in Ecuador after quake  :,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
We feel really sad for all the people affected by the #EcuadorEarthquake. Our solidarity goes for all those in need. #PrayForEcuador please,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ecuador quake death toll rises to 350: Thousands of troops assist recovery after magnitude 7.8 tremor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Group of Chilean rescuers en-route to Ecuador, to aide victims of the earthquake.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Earthquake kills 238 in Ecuador; emergency workers rush in: PEDERNALES (AP) - Rescuers pulled survivors from r,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @nytimesworld: The strongest earthquake to strike Ecuador in decades left at least 272 people dead  /,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Several hotels along the Ecuador coast reported collapsed, many tourists believed killed #ecuadorearthquake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @radioambulante: #Ecuadors earthquake six times stronger than Saturdays. Fears growing for residents in the more remote regions. http,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @cnnbrk: At least one person dead after powerful 7.8-magnitude earthquake strikes Ecuador.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @7NewsAdelaide: Ecuador Earthquake: Close to 250 people killed and 2500 injured. Aftershocks continuing tonight. #7News,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @ninavaca: Aid for Ecuador please help donating  partner with @flacaguerrerog @USHCC @USHCCFoundation @NathalieMo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ecuador earthquake: Rubble combed as death toll soars: President says almost 300 people dead and many   #AJNews,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @BTS_BiTS: #BeStrongEcuador #PrayForEquador My thoughts and prayer are with everyone there. ὤFἿB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @mhjvandenberg: Death toll rising to 77 - 588 injured. #Ecuador #EcuadorEarthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272 dead in Ecuador Quake watch details now in 12pm bulletin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Retweeted The Associated Press (@AP): Ecuador earthquake death toll rises to 413, with about 2,500 injured:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Prayers for affected families. May Allah protect us all from such disasters. #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@MileyCyrus Hey, i dont wanna bother you, but please, pray for Ecuador, On sat 16/04/16 we had an Earthquake, so we are in danger, thanks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CampsCEO: Thoughts go out to all affected by Ecuador quake @CampEcuador staff safe fortunately far from Camps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @unicefaustralia: UNICEF has helped children through tough times in Ecuador for over 40 yrs &amp; well continue today. #EcuadorEarthquake h,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Powerful earthquake kills at least 77 in Ecuador: The 7.8 magnitude earthquake struck off Ecu  #WizInfo #Health,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ecuador Rattled By Powerful Earthquake: 233 People Dead, 135 Aftershocks Reported  via Mohit Priyadarshi",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Earthquake in Ecuador Kills More Than 230, President Says: At least 233 people were killed and hundreds more injured, President Rafae",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @1alexcam: #EcuadorEarthquake ⏩biggest in 67 years ⏩272+ dead / 2500+ injured  #PrayForEcuador #Ecuador #earthqua,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @unisdr: 13,500 troops, police deployed in #Guayaquil #earthquake rescue effort. #switch2sendai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Earthquake in Ecuador Kills More Than 230, President Says by MAGGY AYALA and NICHOLAS CASEY",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tourism Centers Largely Intact as Death Toll Rises After 7.8 Magnitude Earthquake in Ecuador  via @TravelPulse,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @luisgintriago: At least 41 killed after powerful 7.8-magnitude earthquake strikes Ecuador via the @FoxNews Appὢ9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ecuador quake primary toll: 262 killed and over 2.500 injured, but climbing ?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @AlexanderXV: @AlexanderXV The dome of the Church of Montecristi collapsed but the Church still standing  #Ecuador #Earthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @Hearts_Of_Gold: Cuenca, join in on the Ecuador Earthquake Relief effort by giving non pershiable canned foods items or by .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @reading_im: Ecuador hit by largest earthquake in decades, dozens killed",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @ABC: JUST IN: At least one American killed in Ecuador earthquake, State Dept. spokesperson says.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Act for #Ecuador! We need your #help, please #donate to help the #victims of the #earthquake.  #FuerzaEcuador",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @obruyere: Magnitude-7.8 earthquake hits Ecuador - A magnitude-7.8 earthquake occurred Saturday evening on the coast of Ec .,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Support UNICEFs Earthquake Relief Efforts in Ecuador | UNICEF USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@coldplay pls RT Aid the earthquake victims in Ecuador #TerremotoEcuador,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @KoshRKoirala: My thoughts &amp; prayer 2 victims of massive earthquake in #Ecuador. We had to face similar earthquake last year in #Nepal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Ciberadio: International Donations for #Ecuador | #SismoEcuador #TerremotoEcuador #EcuadorListoYSolidario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Video shows intensity of Ecuador earthquake: A powerful 7.8-magnitude earthquake has killed more than 70 people in Ecuador on Saturda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @EcuadorSlash: We need you Please, International donations for damage caused by earthquake in Ecuador, thanks for your help! @Slash http",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Come to Ecuador at least before it is destroyed completely. @Nashgrier #nashgrier,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@piperaircraft we need your help, national police of Ecuador have a PA31 and your support is necessary",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@NormaniKordei please pray for Ecuador we need you so much right now ὤFἿBὤFἿB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@jk_rowling lots of food and medicines. In the earthquake, more than 500.000 people lost their homes. Thanks!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @avantiecu: The Coaque Community in #Ecuador needs your help! Donate here ➜  #SismoEcuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @bani_amor: WATCH who you give your money to re: the earthquake in Ecuador! Some of us are organizing for aid and action. Stay tuned! #S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @RefugeesMedia: UNHCR loading trucks with relief material for ppl affected by earthquake in #Ecuador. #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Miguelnbc: As sun rises officials get better scope of damage in Ecuador. Death toll after 7.8 quake climbs. Details @TODAYshow /,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ecuador needs your help! Here how you can give us a hand! Thank you!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @WorldVisionLAC: Its 7:00 a.m. and Ecuador begins to awaken after living his worst earthquake since 1979 #EcuadorEarthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @EmbajadaEcuUSA: For international donations to the victims of the earthquake in #Ecuador these are the official accounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @ICRC: Our #RedCross colleagues work around the clock to help people affected by #JapanEarthquake &amp; #EcuadorEarthquake.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BBC News - Ecuador earthquake: Deaths rise to 272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
